age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
35,Private,273930,Preschool,8,Never-married,Tech-support,Not-in-family,White,0,0,0,37,United-States,0
36,Private,65843,Assoc-acdm,9,Married-civ-spouse,Sales,Husband,White,1,0,0,39,United-States,0
21,Private,179577,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,United-States,0
38,Private,140957,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
32,Private,93869,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
44,Private,13492,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,64,United-States,1
58,Private,429471,Assoc-voc,10,Widowed,Prof-specialty,Not-in-family,White,0,0,5,43,United-States,0
23,Private,204719,Prof-school,10,Never-married,Machine-op-inspct,Husband,White,1,0,0,38,United-States,0
35,Private,74940,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States,1
41,Private,224345,Some-college,11,Never-married,Craft-repair,Not-in-family,White,0,0,0,45,United-States,0
39,Private,68929,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,47,United-States,1
42,Private,264009,1st-4th,11,Never-married,Adm-clerical,Own-child,White,0,0,0,47,United-States,0
18,Private,227011,Prof-school,10,Never-married,Machine-op-inspct,Husband,White,1,0,0,35,United-States,0
22,Private,190682,Prof-school,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,41,United-States,0
54,Private,339690,1st-4th,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,United-States,0
32,Private,246154,Prof-school,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,45,United-States,0
28,Private,152865,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,38,United-States,0
37,Private,68784,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
36,Private,270138,1st-4th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,41,United-States,0
35,Private,103019,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
28,Private,170317,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
24,Private,196620,1st-4th,10,Never-married,Machine-op-inspct,Husband,White,1,0,0,39,United-States,0
32,Private,95144,Some-college,11,Never-married,Tech-support,Husband,White,1,0,0,47,United-States,0
22,Private,197417,Prof-school,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,38,United-States,0
51,Private,230488,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,52,United-States,0
35,Private,120518,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,United-States,0
32,Private,232057,1st-4th,11,Never-married,Sales,Not-in-family,White,0,0,0,44,United-States,0
61,Private,227303,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,0,0,58,United-States,1
26,Private,213774,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,32,United-States,0
28,Private,205214,1st-4th,9,Never-married,Machine-op-inspct,Husband,White,1,0,0,38,United-States,0
19,Private,229759,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,37,United-States,0
44,Private,282594,Prof-school,11,Never-married,Craft-repair,Own-child,White,0,0,0,45,United-States,0
48,Private,325239,Assoc-voc,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,38,United-States,0
49,Private,71999,1st-4th,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,69,United-States,1
21,Private,346487,Masters,10,Never-married,Tech-support,Not-in-family,White,0,0,0,38,United-States,0
26,Private,249784,1st-4th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
40,Private,58291,Assoc-acdm,11,Married-civ-spouse,Sales,Husband,White,1,0,0,51,United-States,1
39,Private,63719,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,47,United-States,1
42,Private,209675,Assoc-acdm,11,Never-married,Machine-op-inspct,Own-child,White,0,0,0,48,United-States,0
30,Private,304886,Assoc-acdm,9,Never-married,Tech-support,Not-in-family,White,0,0,0,39,United-States,0
17,Private,332902,Assoc-acdm,10,Never-married,Tech-support,Not-in-family,White,0,0,0,37,United-States,0
28,Private,165640,Prof-school,13,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,46,United-States,0
27,Private,190688,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,42,United-States,0
43,Private,89382,1st-4th,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,53,United-States,1
36,Private,228522,Assoc-acdm,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
35,Private,274452,Masters,10,Never-married,Adm-clerical,Own-child,White,0,0,0,44,United-States,0
27,Private,312110,1st-4th,9,Never-married,Tech-support,Not-in-family,White,0,0,0,36,United-States,0
30,Private,376521,1st-4th,8,Never-married,Tech-support,Not-in-family,White,0,0,0,34,United-States,0
34,Private,46351,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
44,Private,315157,Assoc-voc,10,Never-married,Adm-clerical,Own-child,White,0,0,0,44,United-States,0
44,Private,50036,1st-4th,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,64,United-States,1
35,Private,258354,1st-4th,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
34,Private,75001,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,51,United-States,0
34,Private,78361,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
22,Private,196449,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,39,United-States,0
24,Private,218337,Preschool,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,42,United-States,0
47,Private,288151,1st-4th,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,46,United-States,0
24,Private,224143,Preschool,9,Never-married,Machine-op-inspct,Husband,White,1,0,0,37,United-States,0
21,Private,270216,10th,11,Never-married,Tech-support,Not-in-family,White,0,0,0,41,United-States,0
17,Private,173091,Prof-school,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,38,United-States,0
32,Private,252237,Prof-school,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,46,United-States,0
23,Private,256197,Preschool,9,Never-married,Machine-op-inspct,Husband,White,1,0,0,36,United-States,0
20,Private,283230,1st-4th,11,Never-married,Tech-support,Not-in-family,White,0,0,0,43,United-States,0
29,Private,125378,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
38,Private,253194,Prof-school,11,Never-married,Adm-clerical,Own-child,White,0,0,0,46,United-States,0
26,Private,237828,9th,11,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
30,Private,179058,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
26,Private,195550,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,1,38,United-States,0
29,Private,162756,Assoc-acdm,13,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
32,Private,257676,1st-4th,11,Never-married,Machine-op-inspct,Own-child,White,0,0,0,46,United-States,0
27,Private,228818,1st-4th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
34,Private,76829,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,1,0,4,46,United-States,0
38,Private,126696,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
41,Private,228815,Assoc-acdm,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,45,United-States,0
28,Private,269069,1st-4th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,43,United-States,0
33,Private,190237,9th,11,Never-married,Sales,Not-in-family,White,0,0,0,44,United-States,0
59,Private,197872,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,0,0,0,58,United-States,1
47,Private,17446,1st-4th,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,67,United-States,1
44,Private,93235,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,47,United-States,1
60,Private,208245,1st-4th,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,0,0,0,58,United-States,1
52,Private,37492,1st-4th,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,73,United-States,1
42,Private,65289,1st-4th,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,52,United-States,1
49,Private,222367,1st-4th,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,49,United-States,0
20,Private,178340,Prof-school,11,Never-married,Machine-op-inspct,Husband,White,1,0,0,36,United-States,0
46,Private,229690,1st-4th,11,Never-married,Adm-clerical,Own-child,White,0,0,0,47,United-States,0
30,Private,208078,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,46,United-States,0
33,Private,238480,1st-4th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
48,Private,229035,1st-4th,12,Never-married,Adm-clerical,Own-child,White,0,0,0,47,United-States,0
40,Private,67212,1st-4th,11,Married-civ-spouse,Other-service,Husband,White,1,0,0,50,United-States,1
38,Private,77818,Assoc-acdm,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
35,Private,80790,Assoc-acdm,11,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,0
41,Private,218088,Assoc-acdm,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,46,United-States,0
39,Private,109225,1st-4th,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,51,United-States,1
35,Private,197824,1st-4th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,45,United-States,0
20,Private,201905,Prof-school,12,Never-married,Craft-repair,Not-in-family,White,1,0,0,41,United-States,0
38,Private,314191,1st-4th,11,Never-married,Prof-specialty,Own-child,White,0,0,0,43,United-States,0
33,Private,125767,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,34,United-States,0
32,Private,101647,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
49,Private,44374,1st-4th,15,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,66,United-States,1
40,Private,131716,Assoc-acdm,8,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,37,United-States,0
44,Private,13492,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States,1
34,Private,121426,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,34,United-States,0
26,Private,162464,1st-4th,11,Never-married,Craft-repair,Husband,White,1,0,0,40,United-States,0
52,Private,13492,1st-4th,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,76,United-States,1
17,Private,252608,Assoc-acdm,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,36,United-States,0
28,Private,147140,1st-4th,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,37,United-States,0
29,Private,146450,Prof-school,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,41,United-States,0
28,Private,139385,Prof-school,11,Never-married,Prof-specialty,Not-in-family,White,1,0,0,41,United-States,0
39,Private,168963,Some-college,12,Never-married,Craft-repair,Not-in-family,White,0,460,0,48,United-States,0
41,Private,276988,Prof-school,10,Never-married,Adm-clerical,Own-child,White,0,0,0,44,United-States,0
30,Private,273884,Masters,11,Never-married,Adm-clerical,Not-in-family,White,0,0,0,44,United-States,0
25,Private,244801,1st-4th,11,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
29,Private,220422,1st-4th,9,Married-civ-spouse,Other-service,Husband,White,1,0,1,39,United-States,0
32,Private,214374,9th,10,Never-married,Sales,Not-in-family,White,0,71,0,42,United-States,0
26,Private,237101,9th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
41,Private,248948,Assoc-acdm,10,Never-married,Tech-support,Own-child,White,0,0,0,43,United-States,0
31,Private,87357,1st-4th,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
32,Private,97595,Preschool,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,37,United-States,0
21,Private,285992,Preschool,9,Never-married,Machine-op-inspct,Husband,White,1,0,0,33,United-States,0
32,Private,109796,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
36,Private,274029,1st-4th,10,Never-married,Tech-support,Own-child,White,0,0,0,45,United-States,0
30,Private,145164,Preschool,10,Never-married,Prof-specialty,Husband,White,1,0,0,37,United-States,0
17,Private,199426,Prof-school,11,Never-married,Machine-op-inspct,Husband,White,1,0,0,37,United-States,0
48,Private,45975,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States,1
50,Private,70800,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,66,United-States,1
22,Private,191881,Prof-school,12,Never-married,Prof-specialty,Not-in-family,White,1,0,0,41,United-States,0
33,Private,87326,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
32,Private,85162,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
33,Private,68764,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,43,United-States,0
46,Private,183724,Some-college,9,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,42,United-States,0
29,Private,84197,1st-4th,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
48,Private,28041,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,64,United-States,1
31,Private,238108,9th,10,Never-married,Craft-repair,Not-in-family,White,0,0,0,42,United-States,0
45,Private,314675,Assoc-voc,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,42,United-States,0
41,Private,125081,Assoc-acdm,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,44,United-States,0
37,Private,230450,1st-4th,11,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,45,United-States,0
31,Private,302968,Assoc-acdm,9,Never-married,Tech-support,Not-in-family,White,0,0,0,39,United-States,0
23,Private,215642,Preschool,9,Never-married,Machine-op-inspct,Husband,White,1,0,0,37,United-States,0
28,Private,174951,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,43,United-States,0
17,Private,224710,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,39,United-States,0
28,Private,170895,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
26,Private,252072,1st-4th,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,44,United-States,0
37,Private,124984,1st-4th,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,39,United-States,0
57,Private,212236,1st-4th,11,Never-married,Exec-managerial,Not-in-family,White,0,0,0,55,United-States,0
32,Private,100836,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
32,Private,80359,Preschool,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,36,United-States,0
27,Private,321973,Masters,11,Never-married,Tech-support,Own-child,White,0,0,0,41,United-States,0
45,Private,255790,1st-4th,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,48,United-States,0
36,Private,289572,Prof-school,11,Never-married,Craft-repair,Own-child,White,0,0,0,46,United-States,0
31,Private,333863,1st-4th,10,Never-married,Tech-support,Not-in-family,White,0,0,0,38,United-States,0
26,Private,236580,9th,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
33,Private,75877,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,51,United-States,0
28,Private,216547,Assoc-acdm,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
32,Private,79592,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
32,Private,121837,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,37,United-States,0
52,Private,13492,1st-4th,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,76,United-States,1
20,Private,242272,Preschool,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,37,United-States,0
25,Private,211173,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,32,United-States,0
28,Private,202290,Assoc-acdm,13,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,46,United-States,0
41,Private,28758,1st-4th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,53,United-States,1
25,Private,194821,Prof-school,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,41,United-States,0
46,Private,59719,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,63,United-States,1
28,Private,272184,1st-4th,10,Never-married,Tech-support,Not-in-family,White,0,0,0,42,United-States,0
31,Private,84356,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
39,Private,232250,Assoc-acdm,11,Never-married,Machine-op-inspct,Own-child,White,0,0,0,48,United-States,0
31,Private,105356,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
37,Private,57121,1st-4th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,49,United-States,1
28,Private,262461,Assoc-acdm,10,Never-married,Tech-support,Not-in-family,White,0,0,0,40,United-States,0
34,Private,70645,1st-4th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,47,United-States,1
33,Private,277745,Assoc-acdm,9,Never-married,Tech-support,Not-in-family,White,0,0,0,40,United-States,0
32,Private,101079,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
33,Private,80847,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,43,United-States,0
37,Private,140299,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,37,United-States,0
42,Private,79866,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,48,United-States,1
56,Private,225677,1st-4th,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,51,United-States,0
36,Private,89796,1st-4th,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,39,United-States,0
32,Private,87677,Preschool,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
38,Private,66007,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,46,United-States,1
33,Private,317612,1st-4th,11,Never-married,Adm-clerical,Own-child,White,0,0,0,45,United-States,0
20,Private,223395,Prof-school,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,36,United-States,0
48,Private,13492,Bachelors,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,73,United-States,1
47,Private,67182,1st-4th,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,64,United-States,1
37,Private,53400,1st-4th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,49,United-States,1
53,Private,13492,1st-4th,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,77,United-States,1
28,Private,213467,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
17,Private,227121,Preschool,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,37,United-States,0
24,Private,150780,Assoc-acdm,11,Never-married,Tech-support,Husband,White,1,0,0,41,United-States,0
37,Private,322559,Assoc-voc,10,Never-married,Adm-clerical,Own-child,White,0,0,0,44,United-States,0
27,Private,197201,Preschool,11,Never-married,Machine-op-inspct,Husband,White,1,0,0,41,United-States,0
30,Private,242576,Prof-school,11,Never-married,Craft-repair,Not-in-family,White,0,0,0,45,United-States,0
35,Private,264316,Prof-school,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,44,United-States,0
32,Private,247723,1st-4th,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
44,Private,13492,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,64,United-States,1
42,Private,79985,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,47,United-States,1
17,Private,222966,Prof-school,10,Never-married,Machine-op-inspct,Own-child,White,1,0,0,36,United-States,0
30,Private,89687,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
43,Private,82230,1st-4th,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,48,United-States,1
32,Private,105369,1st-4th,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,38,United-States,0
43,Private,59251,Assoc-acdm,11,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,1
33,Private,86921,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
25,Private,299947,1st-4th,10,Never-married,Tech-support,Not-in-family,White,0,0,0,39,United-States,0
18,Private,216353,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
17,Private,229345,Prof-school,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,38,United-States,0
35,Private,83136,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,39,United-States,0
39,Private,246643,1st-4th,11,Never-married,Adm-clerical,Own-child,White,0,0,0,49,United-States,0
25,Private,198566,Preschool,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
54,Private,303421,Prof-school,12,Never-married,Prof-specialty,Not-in-family,White,0,0,0,48,United-States,0
18,Private,230402,Preschool,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,37,United-States,0
32,Private,84045,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,0
33,Private,266202,1st-4th,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,42,United-States,0
21,Private,242846,1st-4th,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,32,United-States,0
32,Private,71892,1st-4th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
57,Private,231255,Assoc-acdm,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,51,United-States,0
42,Private,233394,Assoc-acdm,10,Never-married,Tech-support,Own-child,White,0,0,0,43,United-States,0
42,Private,231320,Assoc-acdm,11,Never-married,Adm-clerical,Own-child,White,0,0,0,47,United-States,0
29,Private,158953,1st-4th,11,Married-civ-spouse,Other-service,Husband,White,1,0,0,38,United-States,0
29,Private,201824,Prof-school,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,43,United-States,0
43,Private,13492,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States,1
17,Private,240819,Prof-school,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,37,United-States,0
30,Private,161080,Preschool,10,Never-married,Prof-specialty,Husband,White,1,0,0,38,United-States,0
41,Private,218089,Assoc-acdm,10,Never-married,Machine-op-inspct,Own-child,White,0,0,0,46,United-States,0
18,Private,195007,Preschool,11,Never-married,Craft-repair,Husband,White,1,0,0,35,United-States,0
30,Private,194837,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,44,United-States,0
