age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,322853,HS-grad,10,Separated,Other-service,Not-in-family,Black,0,0,0,40,Thailand,0
63,Private,598227,1st-4th,6,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,31,United-States,0
55,Private,83740,Some-college,9,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,31,United-States,0
65,Self-emp-not-inc,204485,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,21,United-States,0
35,Private,242446,Bachelors,14,Married-civ-spouse,Armed-Forces,Husband,Black,1,0,0,53,United-States,0
32,Private,52789,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,35,United-States,1
51,Self-emp-not-inc,36583,Assoc-acdm,6,Widowed,Other-service,Unmarried,White,0,0,0,56,United-States,1
38,Private,345167,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,Black,1,0,0,39,United-States,0
52,Private,115630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,39,United-States,1
39,Private,161508,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,37,United-States,0
44,Private,416058,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,34,United-States,1
25,Self-emp-not-inc,97003,Assoc-voc,10,Never-married,Other-service,Unmarried,White,0,0,0,28,United-States,0
19,Private,158251,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,1,0,0,27,United-States,0
22,Private,144268,HS-grad,9,Never-married,Tech-support,Not-in-family,White,1,0,0,36,United-States,0
43,Private,247802,Masters,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,38,United-States,1
23,Private,122948,HS-grad,8,Married-civ-spouse,Other-service,Own-child,White,0,0,0,29,United-States,0
17,Private,132292,12th,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,Portugal,0
54,Private,187350,11th,8,Married-civ-spouse,Other-service,Husband,White,1,0,0,38,United-States,0
84,Private,13492,HS-grad,8,Widowed,Sales,Not-in-family,White,0,0,0,37,United-States,0
40,Private,127329,HS-grad,9,Married-civ-spouse,Armed-Forces,Husband,Black,1,0,0,39,United-States,0
31,Private,65081,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,39,United-States,0
