age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40,Private,189627,HS-grad,10,Separated,Exec-managerial,Not-in-family,Black,0,0,0,42,United-States,0
55,Private,639273,12th,6,Married-civ-spouse,Adm-clerical,Husband,White,1,537,0,34,United-States,0
48,Private,266957,Some-college,5,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,39,United-States,0
64,Self-emp-not-inc,212808,Some-college,11,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,22,United-States,0
33,Private,260249,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,Black,1,0,0,55,United-States,0
39,Private,110368,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,40,United-States,1
47,Self-emp-not-inc,162712,11th,7,Widowed,Exec-managerial,Unmarried,White,0,0,0,64,United-States,1
39,Private,348991,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Black,1,0,0,44,United-States,0
52,Private,173348,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States,1
41,Private,175988,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,38,United-States,0
44,Private,428203,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,187,0,38,United-States,1
28,Self-emp-not-inc,141668,HS-grad,11,Never-married,Sales,Unmarried,White,0,0,0,34,United-States,0
22,Private,141212,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,1,0,0,31,United-States,0
26,Private,173780,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,41,United-States,0
45,Private,350142,Assoc-voc,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,38,United-States,1
31,Private,284480,HS-grad,5,Married-civ-spouse,Other-service,Own-child,White,0,0,0,41,United-States,0
53,Private,220064,9th,16,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,55,United-States,0
52,Private,207175,11th,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
85,Private,69037,HS-grad,9,Widowed,Other-service,Not-in-family,White,0,0,0,43,United-States,0
40,Private,128994,HS-grad,10,Married-civ-spouse,Armed-Forces,Husband,Black,1,0,0,41,United-States,0
34,Private,61984,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,48,United-States,0
28,Local-gov,242315,HS-grad,14,Never-married,Prof-specialty,Unmarried,White,1,0,0,37,United-States,0
49,Private,372460,Bachelors,16,Never-married,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,1
38,Private,185129,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Black,1,0,0,38,United-States,0
43,Local-gov,66712,Some-college,10,Married-civ-spouse,Other-service,Wife,White,0,0,0,38,United-States,0
45,Self-emp-not-inc,130933,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,54,United-States,0
27,Private,371353,Preschool,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,26,United-States,0
55,Local-gov,295680,Masters,15,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,38,United-States,1
47,Private,160020,11th,4,Married-civ-spouse,Other-service,Husband,White,1,0,0,51,Jamaica,0
69,Self-emp-not-inc,13492,11th,6,Married-civ-spouse,Craft-repair,Not-in-family,White,1,0,0,48,United-States,0
20,Private,102952,9th,8,Never-married,Prof-specialty,Own-child,White,1,0,0,4,United-States,0
49,Private,339010,12th,12,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,United-States,0
