age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49,Private,349460,HS-grad,8,Divorced,Other-service,Not-in-family,Black,0,0,0,61,United-States,0
57,Private,648375,Assoc-acdm,5,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,42,United-States,0
55,Private,105785,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,24,United-States,0
66,Self-emp-not-inc,252251,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,28,United-States,0
39,Private,303475,Bachelors,14,Married-civ-spouse,Sales,Husband,Black,1,0,25,58,United-States,0
34,Private,59357,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,41,United-States,1
50,Self-emp-not-inc,178485,Bachelors,6,Widowed,Other-service,Unmarried,White,0,0,0,66,United-States,1
41,Private,396303,HS-grad,9,Never-married,Other-service,Not-in-family,Black,1,0,0,44,United-States,0
50,Private,129520,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,45,United-States,1
43,Private,209858,Bachelors,12,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
40,Private,430732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,43,United-States,1
30,Self-emp-not-inc,176027,HS-grad,11,Never-married,Other-service,Unmarried,White,0,0,0,38,United-States,0
22,Private,106291,HS-grad,8,Never-married,Craft-repair,Other-relative,Black,1,0,110,27,United-States,0
24,Private,159272,HS-grad,8,Never-married,Adm-clerical,Not-in-family,White,1,0,0,42,United-States,0
45,Private,307931,Masters,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,38,United-States,1
36,Private,108547,HS-grad,10,Married-civ-spouse,Other-service,Own-child,White,0,0,0,21,United-States,0
35,Private,458134,9th,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,7,Scotland,0
53,Private,250957,Prof-school,7,Married-civ-spouse,Other-service,Husband,White,1,0,0,43,United-States,0
90,Private,143491,HS-grad,7,Widowed,Sales,Not-in-family,White,0,0,0,40,United-States,0
44,Private,143516,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,42,United-States,0
33,Private,96843,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,43,United-States,0
27,Local-gov,295792,Assoc-acdm,14,Never-married,Prof-specialty,Unmarried,White,1,0,0,32,United-States,0
49,Private,416633,Bachelors,15,Never-married,Prof-specialty,Not-in-family,White,1,0,0,48,United-States,1
39,Private,176023,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,1,0,0,39,United-States,0
44,Local-gov,112259,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,36,United-States,0
44,Self-emp-not-inc,145447,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,57,United-States,0
17,Private,302581,Assoc-acdm,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,32,United-States,0
55,Local-gov,266526,Masters,15,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,37,United-States,1
40,Private,51894,Bachelors,5,Married-civ-spouse,Other-service,Husband,White,1,0,0,63,Mexico,0
79,Self-emp-not-inc,117019,HS-grad,5,Divorced,Tech-support,Not-in-family,White,1,0,0,37,United-States,0
19,Private,97301,Masters,7,Never-married,Prof-specialty,Own-child,White,1,0,0,4,United-States,0
49,Private,338295,Assoc-acdm,11,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,United-States,0
81,Self-emp-not-inc,172843,HS-grad,8,Widowed,Adm-clerical,Not-in-family,White,0,0,0,19,United-States,0
62,Local-gov,206989,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,39,United-States,1
31,Private,200656,Bachelors,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,0,0,0,41,Mexico,0
34,Private,301581,HS-grad,9,Never-married,Other-service,Own-child,White,0,0,0,31,United-States,0
50,Private,255348,9th,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,39,United-States,1
45,Private,220679,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,1
