age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,Private,47622,HS-grad,7,Married-civ-spouse,Exec-managerial,Not-in-family,Black,0,0,0,50,Hong,0
73,Private,555042,HS-grad,6,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,37,United-States,0
51,Private,360393,Some-college,9,Married-civ-spouse,Farming-fishing,Other-relative,White,1,0,39,37,United-States,0
56,Self-emp-not-inc,229083,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,32,United-States,0
31,Private,219223,Bachelors,14,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,50,United-States,0
25,Private,13492,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,42,United-States,1
53,Self-emp-not-inc,234179,11th,4,Widowed,Exec-managerial,Unmarried,White,0,0,0,57,United-States,1
34,Private,313368,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,1,0,0,41,United-States,0
50,Private,182328,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,44,United-States,1
39,Private,96262,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,38,United-States,0
43,Private,411981,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,1
20,Self-emp-not-inc,147654,Bachelors,8,Never-married,Prof-specialty,Unmarried,White,0,0,0,38,United-States,0
17,Private,144896,HS-grad,8,Never-married,Handlers-cleaners,Other-relative,Black,1,0,0,22,United-States,0
17,Private,167105,HS-grad,9,Never-married,Sales,Not-in-family,White,1,0,0,41,United-States,0
43,Private,311670,Masters,12,Divorced,Prof-specialty,Unmarried,White,0,0,0,35,United-States,1
36,Private,128883,HS-grad,11,Married-civ-spouse,Exec-managerial,Own-child,White,0,0,0,63,United-States,0
17,Private,13492,Masters,13,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,2,Mexico,0
58,Private,162045,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,44,United-States,0
88,Private,177095,HS-grad,7,Widowed,Exec-managerial,Not-in-family,White,0,0,0,39,United-States,0
32,Private,121096,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,40,United-States,0
25,Private,102881,Some-college,10,Never-married,Sales,Not-in-family,White,1,0,0,46,United-States,0
24,Self-emp-not-inc,288980,Preschool,14,Never-married,Prof-specialty,Unmarried,White,1,0,0,36,United-States,0
52,Private,360638,Bachelors,15,Never-married,Prof-specialty,Not-in-family,White,1,0,0,42,United-States,1
30,Private,169611,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,1,0,0,40,United-States,0
24,Self-emp-not-inc,137536,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,White,0,0,0,36,United-States,0
