age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,Private,222676,HS-grad,10,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,0,0,0,29,United-States,0
40,Private,135453,11th,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,45,United-States,0
34,Private,105809,HS-grad,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,38,United-States,0
52,Federal-gov,169974,Preschool,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,42,United-States,0
34,Private,111643,11th,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,46,United-States,0
44,Private,179272,Prof-school,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,36,United-States,1
51,Private,18127,Some-college,16,Divorced,Prof-specialty,Unmarried,White,0,0,0,43,United-States,1
40,Private,253297,HS-grad,9,Never-married,Tech-support,Not-in-family,White,1,0,0,37,United-States,0
29,Private,95916,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,57,United-States,1
45,Private,161401,Masters,14,Divorced,Handlers-cleaners,Not-in-family,White,0,0,0,34,United-States,0
39,Private,115781,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,43,United-States,1
38,Private,108215,Masters,12,Never-married,Prof-specialty,Unmarried,White,0,0,0,35,United-States,0
20,Private,229995,HS-grad,10,Never-married,Priv-house-serv,Not-in-family,Black,1,0,0,25,United-States,0
24,Private,213288,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,43,United-States,0
32,Private,13492,Some-college,16,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,35,United-States,1
31,Private,185288,HS-grad,8,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,34,United-States,0
42,Private,117812,11th,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,44,United-States,0
43,Private,132905,Masters,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,46,United-States,0
48,Private,255080,HS-grad,10,Divorced,Handlers-cleaners,Not-in-family,White,0,0,0,29,United-States,0
31,Private,203145,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,47,United-States,0
29,Private,253331,Assoc-voc,10,Never-married,Other-service,Not-in-family,White,1,0,0,50,United-States,0
28,Private,157087,Some-college,12,Never-married,Priv-house-serv,Unmarried,White,1,0,0,39,United-States,0
18,Private,96579,Assoc-voc,14,Never-married,Other-service,Not-in-family,White,1,0,0,47,United-States,1
35,Private,263649,HS-grad,9,Never-married,Tech-support,Not-in-family,White,1,0,0,37,United-States,0
36,Federal-gov,251205,12th,11,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,44,United-States,0
48,Federal-gov,154244,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,38,United-States,0
32,Private,230587,HS-grad,11,Never-married,Armed-Forces,Not-in-family,White,0,0,0,43,United-States,0
42,Local-gov,232625,Preschool,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,65,United-States,1
41,Private,178282,11th,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,48,United-States,0
48,Private,200182,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,33,United-States,0
23,Private,150644,Prof-school,9,Never-married,Priv-house-serv,Unmarried,White,1,0,0,35,United-States,0
47,Private,172876,Some-college,14,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,40,United-States,0
54,Private,253256,HS-grad,8,Divorced,Handlers-cleaners,Not-in-family,White,0,0,0,26,United-States,0
58,Private,197435,10th,13,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,41,United-States,1
22,Private,13492,Masters,13,Never-married,Armed-Forces,Unmarried,White,0,0,0,28,United-States,0
