age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44,Private,94963,HS-grad,10,Divorced,Tech-support,Not-in-family,White,0,750,0,28,United-States,0
41,Private,188662,HS-grad,10,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,41,United-States,0
37,Private,183341,Some-college,7,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,42,United-States,0
48,Self-emp-not-inc,200711,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
49,Private,174557,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,39,United-States,0
43,Private,172925,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,33,United-States,1
57,State-gov,203301,HS-grad,8,Never-married,Sales,Unmarried,White,0,0,0,47,United-States,1
36,Private,140979,HS-grad,10,Never-married,Sales,Not-in-family,White,1,0,0,30,United-States,0
38,Private,207035,HS-grad,10,Married-civ-spouse,Sales,Husband,White,1,0,0,42,United-States,1
41,Private,172894,Bachelors,14,Divorced,Handlers-cleaners,Not-in-family,White,0,0,0,40,United-States,0
38,Private,217644,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,1
30,State-gov,184163,Bachelors,11,Never-married,Other-service,Unmarried,White,0,0,0,41,United-States,0
29,Private,136129,HS-grad,9,Never-married,Sales,Not-in-family,White,1,0,0,32,United-States,0
24,Private,185799,HS-grad,9,Never-married,Sales,Not-in-family,White,1,0,0,41,United-States,0
43,Private,72590,HS-grad,11,Divorced,Sales,Unmarried,White,0,0,0,45,United-States,1
36,Private,198187,HS-grad,5,Married-civ-spouse,Sales,Wife,White,0,0,0,38,United-States,0
40,Private,157459,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,43,United-States,0
40,Private,173541,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,41,United-States,0
53,Private,196530,HS-grad,9,Divorced,Sales,Not-in-family,White,0,0,0,30,United-States,0
44,Private,206782,HS-grad,9,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,41,United-States,0
27,Private,196559,Some-college,10,Never-married,Sales,Not-in-family,White,1,0,0,43,United-States,0
29,State-gov,167886,Bachelors,11,Never-married,Sales,Own-child,White,1,0,0,43,United-States,0
40,Private,221163,Bachelors,13,Never-married,Sales,Not-in-family,White,1,0,0,49,United-States,1
34,Private,173190,HS-grad,10,Never-married,Sales,Not-in-family,White,1,0,0,35,United-States,0
53,State-gov,128603,Some-college,8,Married-civ-spouse,Sales,Wife,White,0,0,0,31,United-States,0
42,Self-emp-not-inc,231547,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,59,United-States,0
29,Private,190632,9th,11,Never-married,Sales,Not-in-family,White,0,0,0,40,United-States,0
44,Private,201272,9th,13,Married-civ-spouse,Sales,Wife,White,0,0,0,38,United-States,1
42,Private,136493,Bachelors,8,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,37,United-States,0
