age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49,Private,207276,HS-grad,8,Separated,Other-service,Not-in-family,Black,0,0,0,50,Cuba,0
65,Private,612978,HS-grad,6,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,27,United-States,0
40,Private,281265,Some-college,7,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,27,United-States,0
64,Self-emp-not-inc,288713,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,28,United-States,0
33,Private,267882,Bachelors,14,Married-civ-spouse,Sales,Husband,Black,1,0,0,54,United-States,0
29,Private,79449,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,38,United-States,1
47,Self-emp-not-inc,178764,HS-grad,7,Widowed,Other-service,Unmarried,White,0,0,0,59,United-States,1
38,Private,370526,HS-grad,9,Never-married,Sales,Not-in-family,Black,1,0,0,45,United-States,0
50,Private,130761,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,39,United-States,1
39,Private,182945,Bachelors,12,Divorced,Prof-specialty,Not-in-family,White,0,0,0,38,United-States,0
43,Private,411740,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,United-States,1
25,Self-emp-not-inc,159585,Assoc-voc,11,Never-married,Other-service,Unmarried,White,0,0,0,37,United-States,0
22,Private,207199,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,1,0,0,28,United-States,0
22,Private,177795,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,36,United-States,0
42,Private,321618,Masters,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,36,United-States,1
19,Private,141471,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,0,0,0,14,United-States,0
17,Private,394591,Masters,13,Married-civ-spouse,Other-service,Husband,White,1,0,0,2,United-States,0
55,Private,212062,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,1,0,0,36,United-States,0
88,Private,158519,HS-grad,8,Widowed,Sales,Not-in-family,White,0,0,55,37,United-States,0
40,Private,131283,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,1,0,0,42,United-States,0
31,Private,117603,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
