age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47,Private,246237,11th,9,Never-married,Farming-fishing,Wife,White,0,0,0,43,United-States,0
40,Private,251290,9th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,0
57,Private,269390,HS-grad,11,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
55,Private,233976,Masters,11,Married-civ-spouse,Sales,Husband,White,1,0,0,53,United-States,0
39,Private,245061,9th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,42,United-States,0
34,Private,270415,Assoc-voc,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,41,United-States,1
58,Private,316439,11th,11,Separated,Sales,Wife,White,0,0,0,48,United-States,0
34,Private,13492,11th,10,Never-married,Sales,Own-child,White,1,0,0,41,United-States,0
40,Private,229360,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,1,0,0,44,United-States,1
40,Private,252520,11th,10,Never-married,Handlers-cleaners,Wife,White,0,0,0,39,United-States,0
39,Private,225408,Assoc-voc,12,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,45,United-States,1
23,Private,157922,Bachelors,9,Never-married,Armed-Forces,Own-child,White,0,0,0,31,United-States,0
32,Private,13492,11th,10,Never-married,Sales,Own-child,White,1,0,0,39,United-States,0
33,Private,13492,11th,9,Never-married,Prof-specialty,Own-child,White,1,0,0,38,United-States,0
51,Private,363050,11th,11,Never-married,Sales,Wife,White,0,0,0,46,United-States,0
43,Private,325574,11th,10,Never-married,Sales,Wife,White,0,0,0,44,United-States,0
42,Private,314742,9th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States,0
41,Private,251009,9th,9,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,0
52,Private,135348,12th,10,Never-married,Farming-fishing,Wife,White,0,0,0,43,United-States,0
41,Private,256374,9th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,0
38,Private,13492,11th,10,Never-married,Prof-specialty,Other-relative,White,1,0,0,40,United-States,0
41,Private,13492,Masters,11,Never-married,Prof-specialty,Other-relative,White,1,0,0,44,United-States,0
50,Private,13492,11th,12,Never-married,Sales,Other-relative,White,1,0,0,47,United-States,0
36,Private,13492,11th,9,Never-married,Sales,Own-child,White,1,0,0,40,United-States,0
53,Private,244501,12th,9,Separated,Machine-op-inspct,Wife,White,0,0,0,42,United-States,0
56,Private,210285,Masters,10,Married-civ-spouse,Sales,Husband,White,1,0,0,52,United-States,0
34,Private,54691,11th,10,Never-married,Armed-Forces,Own-child,White,0,0,0,35,United-States,0
53,Private,114061,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,38,United-States,1
42,Private,247752,9th,9,Married-civ-spouse,Sales,Husband,White,1,0,0,43,United-States,0
37,Private,13492,9th,8,Never-married,Farming-fishing,Unmarried,White,1,0,0,41,United-States,0
17,Private,13492,10th,8,Never-married,Sales,Own-child,White,1,0,0,32,United-States,0
43,Private,317165,11th,10,Separated,Handlers-cleaners,Wife,White,0,0,0,41,United-States,0
50,Private,147333,Preschool,10,Separated,Farming-fishing,Wife,White,0,0,0,42,United-States,0
52,Local-gov,218748,Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,1,82,0,45,United-States,1
33,Private,111178,Bachelors,10,Never-married,Armed-Forces,Own-child,White,0,0,0,34,United-States,0
21,Private,187973,Bachelors,9,Never-married,Armed-Forces,Own-child,White,0,0,0,36,United-States,0
39,Private,229394,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,44,United-States,1
42,Private,231493,Assoc-voc,12,Married-civ-spouse,Sales,Husband,White,1,0,0,47,United-States,1
