age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
55,Private,186439,11th,9,Divorced,Craft-repair,Other-relative,Black,0,0,0,36,United-States,0
17,Private,186877,9th,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,42,United-States,0
17,Private,183149,1st-4th,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,38,United-States,0
17,Private,202415,9th,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States,0
17,Private,193923,Prof-school,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
43,Private,179387,9th,16,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,48,United-States,1
58,Private,211279,9th,12,Separated,Exec-managerial,Not-in-family,White,0,0,0,53,United-States,0
17,Private,180423,10th,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,35,United-States,0
31,Private,187040,9th,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,47,United-States,1
17,Private,145795,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,0,0,0,39,United-States,0
34,Private,180891,9th,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States,1
46,Private,166458,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
17,Private,157385,1st-4th,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,18,United-States,0
17,Private,167353,Bachelors,11,Never-married,Sales,Not-in-family,White,1,0,0,42,United-States,0
28,Private,213308,9th,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,0,0,0,45,United-States,0
33,Private,264849,9th,10,Separated,Exec-managerial,Not-in-family,White,0,0,0,38,United-States,0
17,Private,163894,9th,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,37,United-States,0
17,Private,187868,Prof-school,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,43,United-States,0
17,Private,195643,Prof-school,10,Never-married,Armed-Forces,Not-in-family,White,0,0,0,47,United-States,0
17,Private,217810,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,41,United-States,0
17,Private,154050,Bachelors,11,Never-married,Sales,Not-in-family,White,1,0,0,44,United-States,0
17,Private,94328,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,1,0,0,47,United-States,0
17,Private,130524,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,48,United-States,0
17,Private,153936,Preschool,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,36,United-States,0
42,Private,196849,9th,11,Separated,Exec-managerial,Not-in-family,White,0,0,0,34,United-States,0
17,Private,213681,9th,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States,0
17,Private,139277,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,43,United-States,0
89,Private,224272,9th,14,Divorced,Craft-repair,Wife,White,0,8,0,39,United-States,1
17,Private,257168,Prof-school,8,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,43,United-States,0
17,Private,174219,1st-4th,7,Never-married,Farming-fishing,Not-in-family,White,1,0,0,39,United-States,0
17,Private,163916,1st-4th,11,Never-married,Farming-fishing,Not-in-family,White,1,0,0,34,United-States,0
21,Private,196075,Preschool,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,0,0,0,38,United-States,0
33,Private,160953,Prof-school,11,Separated,Armed-Forces,Not-in-family,White,0,0,0,54,United-States,0
66,Private,200673,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,51,United-States,1
37,Private,261812,12th,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,29,United-States,0
36,Private,264591,9th,11,Never-married,Exec-managerial,Not-in-family,White,0,0,0,32,United-States,0
34,Private,164465,9th,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,47,United-States,1
34,Private,169571,9th,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States,1
17,Private,146975,Prof-school,8,Separated,Armed-Forces,Other-relative,White,0,0,0,35,United-States,0
53,Private,229247,11th,10,Separated,Exec-managerial,Other-relative,Black,0,0,0,33,United-States,0
18,Private,306178,12th,10,Never-married,Prof-specialty,Not-in-family,White,0,0,54,27,United-States,0
17,Private,158070,Bachelors,11,Never-married,Exec-managerial,Not-in-family,White,1,0,0,46,United-States,0
17,Private,122469,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
57,Private,157818,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,52,United-States,1
17,Private,190486,9th,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,39,United-States,0
62,Private,181416,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,32,United-States,0
44,Private,182624,12th,11,Never-married,Exec-managerial,Not-in-family,Black,0,0,0,31,United-States,0
90,Self-emp-inc,189711,9th,15,Never-married,Armed-Forces,Not-in-family,Black,0,0,0,39,United-States,0
19,Private,142326,9th,12,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,1
86,Private,243879,Bachelors,13,Separated,Craft-repair,Other-relative,Black,0,0,0,37,United-States,0
59,Private,168640,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,52,United-States,1
19,Private,202897,9th,11,Separated,Sales,Not-in-family,White,0,0,0,42,United-States,0
17,Private,136274,9th,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,39,United-States,0
17,Private,154830,Prof-school,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,42,United-States,0
17,Private,241396,1st-4th,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,31,United-States,0
17,Private,102032,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,1,0,0,48,United-States,0
43,Private,169261,9th,11,Separated,Exec-managerial,Not-in-family,White,0,0,0,43,United-States,0
17,Private,212257,9th,8,Never-married,Craft-repair,Not-in-family,White,1,0,0,43,United-States,0
19,Private,180596,9th,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,30,United-States,0
17,Private,205372,Masters,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,29,United-States,0
32,Private,275019,1st-4th,10,Separated,Exec-managerial,Not-in-family,White,0,0,0,39,United-States,0
17,Private,158930,1st-4th,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,44,United-States,0
30,Private,244961,9th,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,26,United-States,0
17,Private,182072,9th,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,44,United-States,0
29,Private,197518,Preschool,11,Separated,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
28,Private,259702,9th,11,Never-married,Other-service,Not-in-family,White,0,0,0,24,United-States,0
17,Private,117212,Bachelors,12,Never-married,Craft-repair,Not-in-family,White,1,0,0,48,United-States,0
17,Private,145394,Bachelors,12,Never-married,Craft-repair,Not-in-family,White,1,0,0,48,United-States,0
