age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46.526115637284,Private,191594.44283939802,10th,10.00146800752576,Married-civ-spouse,Armed-Forces,Husband,White,1,0.0,0.0,43.067201498336,United-States,0
38.4906972890792,Private,163625.53493292,10th,9.387634124561908,Never-married,Craft-repair,Husband,White,1,0.0,0.0,40.02151076917799,United-States,0
42.47766106818241,Private,176388.30901719563,10th,9.73649594402512,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,40.54284301737,United-States,0
43.6085174917408,Private,176111.244446813,10th,9.77845164670456,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,41.3641925930964,United-States,0
38.3856886032048,Private,156855.65687220503,Assoc-acdm,9.5916511406563,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,39.309578981982,United-States,0
48.254919764991996,Private,197739.14263424705,HS-grad,10.128774179894465,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,42.511757335286,United-States,0
45.614771569608,Private,207900.23783273203,HS-grad,10.66418498630488,Married-civ-spouse,Other-service,Husband,White,1,0.0,0.0,41.30072502668799,United-States,0
40.271800407016,Private,169355.394708868,5th-6th,9.740561066338241,Married-civ-spouse,Prof-specialty,Husband,White,1,0.0,0.0,40.936810854504195,United-States,0
41.8580447462816,Private,170783.5022133378,5th-6th,9.76909414330672,Married-civ-spouse,Prof-specialty,Other-relative,White,1,0.0,0.0,40.75599536932799,United-States,0
44.98462943673601,Private,188716.62767717603,10th,10.25845461535636,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,42.131706489321,United-States,0
38.556514551208,Private,187633.95289983804,Assoc-acdm,10.939882464103839,Married-civ-spouse,Transport-moving,Husband,White,1,0.035391744378507006,0.0,45.1250127088358,United-States,0
36.8101019757368,Private,144264.24308029423,10th,8.75058726245734,Married-civ-spouse,Craft-repair,Husband,White,1,0.0,0.0,39.232490382086006,United-States,0
45.04982032622,Private,195669.63250246565,10th,10.13550397057864,Married-civ-spouse,Armed-Forces,Husband,White,1,0.0,0.0,42.16719000051,United-States,0
