age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,Private,113995,HS-grad,9,Never-married,Adm-clerical,Own-child,White,1,0,0,41,United-States,0
49,Private,116450,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,58,United-States,0
36,Private,107379,HS-grad,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,52,United-States,0
53,Private,52242,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,54,United-States,0
47,Private,93370,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,0
48,Private,96041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,51,United-States,0
36,Private,96559,Preschool,8,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,43,United-States,0
21,Private,139099,HS-grad,11,Never-married,Adm-clerical,Own-child,White,1,0,0,47,United-States,0
52,Private,104241,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,57,United-States,0
25,Private,99741,HS-grad,12,Never-married,Adm-clerical,Own-child,White,1,0,0,54,United-States,0
60,Private,80719,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,64,United-States,0
22,Private,130809,HS-grad,10,Never-married,Other-service,Own-child,White,1,0,0,43,United-States,0
25,Private,138378,HS-grad,10,Married-civ-spouse,Priv-house-serv,Own-child,White,1,0,0,45,United-States,0
21,Private,139419,HS-grad,12,Never-married,Adm-clerical,Own-child,White,1,0,0,52,United-States,0
33,Private,103146,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,1,0,0,49,United-States,0
35,Private,126203,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,56,United-States,0
49,Private,113998,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,54,United-States,0
48,Private,115288,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,0
34,Private,105751,HS-grad,11,Married-civ-spouse,Adm-clerical,Wife,White,1,0,0,57,United-States,0
46,Private,100857,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,0
24,Private,118363,HS-grad,11,Never-married,Other-service,Own-child,White,1,0,0,51,United-States,0
23,Private,140791,HS-grad,11,Never-married,Adm-clerical,Own-child,White,1,0,0,47,United-States,0
28,Private,137634,HS-grad,12,Never-married,Priv-house-serv,Own-child,White,1,0,0,56,United-States,0
20,Private,144826,HS-grad,11,Never-married,Adm-clerical,Own-child,White,1,0,0,46,United-States,0
46,Private,63384,HS-grad,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,51,United-States,0
57,Private,72843,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,59,United-States,0
17,Private,128128,HS-grad,12,Never-married,Adm-clerical,Own-child,White,1,0,0,51,United-States,0
51,Private,84131,Preschool,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,51,United-States,0
49,Private,120424,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,52,United-States,0
33,Private,111545,HS-grad,10,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,49,United-States,0
18,Private,144569,HS-grad,12,Never-married,Priv-house-serv,Own-child,White,1,0,0,48,United-States,0
28,Private,121064,HS-grad,11,Never-married,Other-service,Wife,White,1,0,0,52,United-States,0
32,Private,95352,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,1,0,0,49,United-States,0
57,Private,58979,Preschool,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States,0
21,Private,157349,HS-grad,11,Never-married,Priv-house-serv,Own-child,White,1,0,0,46,United-States,0
20,Private,138389,HS-grad,12,Never-married,Priv-house-serv,Own-child,White,1,0,0,50,United-States,0
59,Private,84828,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,48,0,64,United-States,0
60,Private,82053,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,64,United-States,0
38,Private,127167,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,53,United-States,0
20,Private,155703,HS-grad,11,Never-married,Priv-house-serv,Own-child,White,1,0,0,46,United-States,0
22,Private,163750,HS-grad,11,Never-married,Adm-clerical,Own-child,White,1,0,0,45,United-States,0
22,Private,131659,HS-grad,12,Never-married,Adm-clerical,Own-child,White,1,0,0,52,United-States,0
22,Private,130019,HS-grad,11,Never-married,Priv-house-serv,Own-child,White,1,0,0,48,United-States,0
53,Private,69317,Preschool,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,51,United-States,0
27,Private,87963,HS-grad,11,Never-married,Adm-clerical,Own-child,White,1,0,0,50,United-States,0
