age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
24,Private,174070,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,47,United-States,0
36,Private,161902,1st-4th,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,53,United-States,0
30,Private,154226,12th,10,Never-married,Prof-specialty,Husband,White,1,0,0,47,United-States,0
40,Private,161124,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,58,United-States,0
34,Private,194717,Prof-school,12,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,57,United-States,0
39,Private,151821,11th,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,58,United-States,0
29,Private,165307,11th,9,Never-married,Prof-specialty,Not-in-family,White,1,0,0,39,United-States,0
25,Private,183319,HS-grad,10,Never-married,Other-service,Not-in-family,White,1,0,0,54,United-States,0
40,Private,182719,1st-4th,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,58,United-States,0
27,Private,197426,HS-grad,11,Never-married,Adm-clerical,Not-in-family,White,1,0,0,53,United-States,0
42,Private,191366,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,58,United-States,0
25,Private,161786,11th,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,47,United-States,0
25,Private,172005,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,53,United-States,0
25,Private,187190,HS-grad,11,Never-married,Other-service,Not-in-family,White,1,0,0,58,United-States,0
28,Private,214058,11th,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,43,United-States,0
27,Private,176400,Prof-school,10,Never-married,Other-service,Not-in-family,White,1,0,0,48,United-States,0
36,Private,175957,1st-4th,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,56,United-States,0
36,Private,161640,1st-4th,12,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,55,United-States,0
29,Private,191491,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,49,United-States,0
35,Private,194261,Prof-school,11,Married-civ-spouse,Priv-house-serv,Husband,White,1,0,0,56,United-States,0
26,Private,163764,12th,11,Never-married,Other-service,Not-in-family,White,1,0,0,55,United-States,0
28,Private,146400,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,1,0,0,49,United-States,0
28,Private,171842,1st-4th,11,Never-married,Prof-specialty,Not-in-family,White,1,0,0,54,United-States,0
24,Private,182855,HS-grad,11,Never-married,Other-service,Not-in-family,White,1,0,0,58,United-States,0
31,Private,169628,12th,11,Never-married,Exec-managerial,Husband,White,1,0,0,41,United-States,0
41,Private,176158,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,60,United-States,0
24,Private,172832,HS-grad,11,Never-married,Adm-clerical,Not-in-family,White,1,0,0,55,United-States,0
32,Private,202751,12th,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,39,United-States,0
35,Private,192106,1st-4th,11,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,58,United-States,0
32,Private,132096,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,1,0,0,53,United-States,0
26,Private,156646,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White,1,0,0,55,United-States,0
28,Private,175355,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,48,United-States,0
30,Private,187548,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,48,United-States,0
41,Private,145162,12th,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,53,United-States,0
24,Private,157959,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,1,0,0,49,United-States,0
24,Private,182476,HS-grad,11,Never-married,Adm-clerical,Not-in-family,White,1,0,0,54,United-States,0
41,Private,176177,11th,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,59,United-States,0
42,Private,188614,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,59,United-States,0
31,Private,167781,12th,10,Never-married,Other-service,Not-in-family,White,1,0,0,44,United-States,0
23,Private,157339,1st-4th,10,Never-married,Adm-clerical,Not-in-family,White,1,0,0,50,United-States,0
22,Private,171784,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
27,Private,178193,HS-grad,11,Never-married,Other-service,Not-in-family,White,1,0,0,57,United-States,0
28,Private,169979,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,57,United-States,0
41,Private,160144,11th,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,57,United-States,0
