age,fnlwgt,education-num,sex,capital-gain,capital-loss,hours-per-week,income,epoch,alpha_
0.019417475728155338,0.05407993581323722,0.14285714285714285,,,,0.02666666666666667,0.0,250,0
0.05405405405405406,1.1120048142548913,0.0,0.0,,,0.05128205128205128,0.0,250,0
0.05405405405405406,0.06103476698150175,0.2222222222222222,0.0,,,0.02531645569620253,,250,0
0.0,0.5286795842422687,0.0,,,,0.0,,250,0
0.02666666666666667,0.31174256410821655,0.10526315789473684,0.0,,,0.0,,250,0
0.08955223880597014,0.8189578585499633,0.0,0.0,,,0.025974025974025976,,250,0
0.22784810126582278,0.0,0.5454545454545454,0.0,,2.0,0.5142857142857142,,250,0
0.07058823529411765,0.21574153303408983,0.0,0.0,,,0.02247191011235955,0.0,250,0
0.0392156862745098,0.31045668622445793,0.10526315789473684,0.0,,,0.11320754716981132,,250,0
0.0,0.13870182427519048,0.10526315789473684,0.0,,,0.0,,250,0
0.03389830508474576,0.08586620449123257,0.10526315789473684,0.0,,,0.024691358024691357,,250,0
0.07142857142857142,1.2486777425175783,0.0,0.0,,,0.10526315789473684,,250,0
0.10526315789473684,0.10033957977745928,0.2,,,,0.4186046511627907,,250,0
0.0,0.15128216623330046,0.09523809523809523,,,,0.031746031746031744,,250,0
0.10309278350515463,0.9762922608556321,0.10526315789473684,,,,0.03389830508474576,,250,0
0.08695652173913043,0.05537370603691159,0.10526315789473684,0.0,,,0.10256410256410256,,250,0
0.02564102564102564,1.4348931080879055,0.0,,,,0.5777777777777777,,250,0
0.13333333333333333,0.10106056941411906,0.10526315789473684,0.0,,,0.10989010989010989,,250,0
0.11764705882352941,0.13019613012363174,0.2222222222222222,0.0,,,0.12903225806451613,,250,0
0.08163265306122448,0.4006416757324876,0.0,,,,0.029850746268656716,,250,0
0.18181818181818182,0.617999729837557,0.0,,,,0.05128205128205128,,250,0
0.07792207792207792,0.09894624040007144,0.0,0.0,,,0.10810810810810811,0.0,250,0
0.12903225806451613,0.20746175381191664,0.06896551724137931,,,,0.04878048780487805,,250,0
0.14925373134328357,0.6519930478388466,0.10526315789473684,,,,0.05,,250,0
0.0,0.21133810631991495,0.09523809523809523,0.0,,,0.022988505747126436,0.0,250,0
0.07874015748031496,0.3802971049347861,0.0,0.0,,,0.03278688524590164,,250,0
0.0392156862745098,0.2622043519394513,0.09523809523809523,0.0,,,0.05405405405405406,,250,0
0.05714285714285714,1.3828183873398643,0.10526315789473684,0.0,,,0.07407407407407407,,250,0
0.04081632653061224,0.65436215587437,0.0,0.0,,,0.021505376344086023,0.0,250,0
0.04,1.1129803787071968,0.0,,,,0.08955223880597014,,250,0
0.0,0.3666532312239688,0.0,0.0,,,0.0,,250,0
0.0,0.3440456480605487,0.10526315789473684,0.0,,,0.0,,250,0
0.18181818181818182,0.04505823676758067,0.06451612903225806,0.0,,,0.045454545454545456,0.0,250,0
0.14736842105263157,1.4268116011551266,0.2222222222222222,,,,0.024691358024691357,,250,0
0.023529411764705882,0.6868825809678629,0.0,0.0,,,0.061855670103092786,,250,0
0.24,0.42678832608635336,0.18181818181818182,0.0,,,0.031746031746031744,,250,0
0.09090909090909091,0.3088960383788003,0.10526315789473684,0.0,,,0.14925373134328357,,250,0
0.16216216216216217,0.6935715425107672,0.06451612903225806,,,,0.1111111111111111,,250,0
0.0,0.46885521885521886,0.25,0.0,,,0.021052631578947368,,250,0
0.0,0.7454479882373611,0.0,0.0,,,0.06593406593406594,,250,0
0.05405405405405406,0.5352221775334793,0.07407407407407407,0.0,,,0.14814814814814814,,250,0
0.20224719101123595,0.47709405065776556,0.06896551724137931,,,,0.07228915662650602,,250,0
0.18181818181818182,0.3036114301788603,0.06896551724137931,,,,0.0273972602739726,,250,0
0.07547169811320754,0.5255723859138323,0.18181818181818182,0.0,,,0.136986301369863,,250,0
0.025,1.4819188191881918,0.4,,,,0.3614457831325301,,250,0
0.10526315789473684,0.3204986188426322,0.09523809523809523,,,,0.0,,250,0
0.0,0.2163993346042231,0.10526315789473684,0.0,,,0.024096385542168676,,250,0
0.09523809523809523,1.3822591564220048,0.06896551724137931,0.0,,,0.42857142857142855,0.0,250,0
0.03508771929824561,0.15892377846988456,0.0,0.0,,,0.1,,250,0
0.0392156862745098,0.7562800471202522,0.0,0.0,,,0.07407407407407407,,250,0
