age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
53,Private,235740,HS-grad,7,Never-married,Farming-fishing,Not-in-family,Black,0,0,0,36,United-States,0
58,Private,257985,Prof-school,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,41,United-States,0
44,Private,184459,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,37,United-States,0
52,Self-emp-not-inc,177538,Some-college,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,38,United-States,0
30,Private,186136,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,1,0,0,48,United-States,0
38,Private,123533,Bachelors,12,Married-civ-spouse,Tech-support,Husband,Black,1,0,0,43,United-States,1
84,Self-emp-not-inc,217341,HS-grad,7,Divorced,Other-service,Unmarried,White,0,0,0,65,United-States,1
38,Private,267917,HS-grad,8,Never-married,Farming-fishing,Not-in-family,Black,1,0,0,40,United-States,0
45,Private,140771,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,United-States,1
31,Private,152924,Bachelors,12,Divorced,Other-service,Not-in-family,White,0,0,0,41,United-States,0
40,Private,228769,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,1,0,0,44,United-States,1
26,Self-emp-not-inc,138958,Some-college,9,Never-married,Exec-managerial,Unmarried,White,0,0,0,29,United-States,0
24,Private,167517,HS-grad,8,Never-married,Farming-fishing,Own-child,Black,1,0,0,35,United-States,0
27,Private,211447,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,39,United-States,0
36,Private,207343,Bachelors,11,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,47,United-States,1
22,Private,152708,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Own-child,White,0,0,0,27,United-States,0
44,Private,183130,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,1,0,0,43,United-States,0
52,Private,204045,Prof-school,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,43,United-States,0
90,Private,110820,HS-grad,8,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,46,United-States,0
45,Private,179229,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,Black,1,0,0,40,United-States,0
33,Private,212706,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States,0
20,Local-gov,150490,Some-college,13,Never-married,Adm-clerical,Unmarried,White,1,0,0,43,United-States,0
45,Private,247442,Bachelors,15,Never-married,Tech-support,Not-in-family,White,1,0,0,44,United-States,1
39,Private,204912,HS-grad,8,Never-married,Farming-fishing,Not-in-family,Black,1,0,0,39,United-States,0
30,Self-emp-not-inc,99170,Some-college,9,Married-civ-spouse,Armed-Forces,Wife,White,0,0,0,32,United-States,0
41,Self-emp-not-inc,196252,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,42,United-States,0
22,Private,217692,Masters,10,Never-married,Prof-specialty,Not-in-family,White,0,0,0,35,United-States,0
53,Self-emp-not-inc,208506,Preschool,11,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,0,36,United-States,1
44,Private,250954,Some-college,5,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,46,United-States,0
78,Self-emp-not-inc,160547,Some-college,5,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,46,United-States,0
17,Private,181184,Assoc-voc,8,Never-married,Exec-managerial,Own-child,White,1,0,0,30,United-States,0
53,Private,144800,Some-college,11,Divorced,Other-service,Unmarried,White,0,0,0,50,United-States,0
80,Self-emp-not-inc,153387,HS-grad,8,Separated,Handlers-cleaners,Not-in-family,White,0,0,0,37,United-States,0
42,Self-emp-not-inc,185818,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,1,0,0,41,United-States,1
40,Private,148552,Bachelors,12,Never-married,Tech-support,Own-child,Asian-Pac-Islander,0,0,0,50,United-States,0
27,Private,218315,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,0,0,0,35,United-States,0
49,Private,229597,Preschool,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,48,United-States,1
43,Private,178514,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,46,United-States,1
49,Private,190859,Some-college,6,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,42,United-States,0
35,Private,203997,1st-4th,9,Never-married,Farming-fishing,Unmarried,Black,0,0,0,36,United-States,0
22,Private,246733,HS-grad,9,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,0,0,0,45,United-States,0
28,Private,198009,11th,11,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,42,United-States,0
30,Self-emp-not-inc,169209,Some-college,11,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,42,United-States,0
42,Self-emp-not-inc,193563,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,39,United-States,1
38,Private,176530,Some-college,10,Divorced,Other-service,Not-in-family,White,0,0,0,35,United-States,0
17,Private,152845,Prof-school,8,Never-married,Priv-house-serv,Own-child,White,0,0,0,32,United-States,0
47,Private,260724,HS-grad,7,Never-married,Sales,Not-in-family,Black,0,0,0,32,United-States,0
51,Local-gov,269931,Assoc-voc,12,Never-married,Other-service,Not-in-family,Black,0,0,0,59,United-States,1
39,Self-emp-inc,148812,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,1,0,0,45,United-States,0
61,Self-emp-not-inc,189889,Assoc-voc,8,Divorced,Farming-fishing,Wife,Black,0,0,0,32,United-States,0
40,Self-emp-inc,142563,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,37,United-States,1
58,Private,176751,Some-college,9,Separated,Other-service,Not-in-family,White,0,0,0,41,United-States,0
44,Private,157680,Bachelors,14,Married-civ-spouse,Other-service,Husband,White,1,0,0,49,United-States,0
38,Private,195580,Prof-school,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,45,United-States,0
24,Private,401663,HS-grad,5,Never-married,Farming-fishing,Not-in-family,White,1,0,0,46,United-States,0
20,Federal-gov,238682,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,38,United-States,0
60,Self-emp-not-inc,171770,HS-grad,7,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,35,United-States,0
35,Private,173903,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,1,0,0,47,United-States,0
36,Private,208634,Some-college,10,Never-married,Exec-managerial,Own-child,White,0,0,0,37,United-States,0
28,Private,273293,Assoc-voc,10,Never-married,Farming-fishing,Own-child,Black,1,0,0,49,United-States,0
18,Private,216766,Prof-school,5,Married-civ-spouse,Priv-house-serv,Own-child,White,0,271,0,28,United-States,0
68,Private,464674,Preschool,5,Separated,Handlers-cleaners,Unmarried,White,1,0,23,63,United-States,0
