age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47,Private,337711,1st-4th,9,Never-married,Craft-repair,Not-in-family,White,0,0,0,36,United-States,0
36,Private,13492,Preschool,8,Married-civ-spouse,Other-service,Husband,White,1,0,0,36,United-States,0
27,Private,13492,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,32,United-States,0
38,Private,13492,1st-4th,9,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,35,United-States,0
43,Private,13492,1st-4th,11,Married-civ-spouse,Armed-Forces,Husband,White,1,0,5,41,United-States,0
53,Private,373550,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,64,50,United-States,1
43,Private,13492,Preschool,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,35,United-States,0
43,Private,13492,Some-college,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,35,United-States,0
38,Private,13492,1st-4th,9,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,40,United-States,0
45,Private,26650,Preschool,12,Never-married,Exec-managerial,Not-in-family,White,0,0,0,52,United-States,0
37,Private,13492,1st-4th,9,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,41,United-States,0
36,Private,329303,1st-4th,10,Never-married,Other-service,Unmarried,White,0,0,0,39,United-States,0
31,Private,13492,Some-college,8,Never-married,Craft-repair,Not-in-family,White,1,0,0,24,United-States,0
31,Private,13492,Some-college,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,29,United-States,0
50,Private,97037,1st-4th,13,Never-married,Adm-clerical,Unmarried,White,0,0,0,42,United-States,0
42,Private,13492,Preschool,9,Married-civ-spouse,Adm-clerical,Unmarried,White,0,0,0,27,United-States,0
41,Private,13492,1st-4th,10,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,44,United-States,0
36,Private,13492,1st-4th,8,Married-civ-spouse,Other-service,Husband,White,1,0,0,35,United-States,0
38,Private,211876,Preschool,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,48,United-States,0
38,Private,13492,1st-4th,8,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,35,United-States,0
33,Private,13492,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,37,United-States,0
36,Private,13492,Some-college,11,Never-married,Armed-Forces,Not-in-family,White,1,0,0,34,United-States,0
52,Private,13492,Assoc-voc,15,Never-married,Exec-managerial,Not-in-family,White,1,0,0,54,United-States,0
35,Private,13492,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,30,United-States,0
37,Private,13492,1st-4th,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,32,United-States,0
34,Private,13492,Preschool,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,United-States,0
37,Private,14885,Preschool,11,Never-married,Other-service,Not-in-family,White,0,0,0,46,United-States,0
53,Private,13492,Preschool,14,Married-civ-spouse,Handlers-cleaners,Unmarried,White,0,0,0,28,United-States,0
38,Private,13492,1st-4th,7,Married-civ-spouse,Other-service,Husband,White,1,0,0,30,United-States,0
49,Private,13492,Preschool,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
31,Private,13492,Some-college,8,Never-married,Craft-repair,Not-in-family,White,1,0,0,30,United-States,0
38,Private,85217,1st-4th,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,47,United-States,0
39,Private,291739,1st-4th,10,Never-married,Priv-house-serv,Not-in-family,White,0,0,0,48,United-States,0
50,Private,185193,1st-4th,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,46,United-States,1
40,Private,328006,1st-4th,9,Never-married,Other-service,Unmarried,White,0,0,0,37,United-States,0
35,Private,177652,Preschool,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States,0
41,Private,13492,1st-4th,11,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,45,United-States,0
38,Private,13492,1st-4th,9,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,42,United-States,0
41,Private,13492,Preschool,9,Never-married,Adm-clerical,Unmarried,White,0,0,0,32,United-States,0
40,Private,236450,1st-4th,10,Never-married,Other-service,Not-in-family,White,0,0,0,36,United-States,0
37,Private,262439,1st-4th,9,Never-married,Other-service,Unmarried,White,0,0,0,40,United-States,0
31,Private,13492,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,32,United-States,0
37,Private,13492,Preschool,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,31,United-States,0
47,Private,13492,1st-4th,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,47,United-States,1
40,Private,13492,Preschool,11,Never-married,Other-service,Not-in-family,White,0,0,0,51,United-States,0
32,Private,539846,1st-4th,9,Never-married,Priv-house-serv,Unmarried,White,0,0,0,33,United-States,0
