age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,Private,127952,HS-grad,8,Separated,Prof-specialty,Not-in-family,Black,0,0,0,43,Mexico,0
62,Private,596554,Assoc-acdm,6,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,41,United-States,0
52,Private,136473,Some-college,10,Married-civ-spouse,Handlers-cleaners,Other-relative,White,1,0,0,45,United-States,0
61,Self-emp-not-inc,185614,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,29,United-States,0
34,Private,200400,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,1,0,0,53,United-States,0
30,Private,58108,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,42,United-States,1
50,Self-emp-not-inc,112985,10th,5,Widowed,Other-service,Unmarried,White,0,0,0,59,United-States,1
39,Private,298298,HS-grad,9,Never-married,Sales,Not-in-family,Black,1,0,0,42,United-States,0
46,Private,138050,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
39,Private,120211,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,38,United-States,0
42,Private,402936,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,42,United-States,1
31,Self-emp-not-inc,74256,Assoc-voc,9,Never-married,Tech-support,Unmarried,White,0,0,0,33,United-States,0
22,Private,17711,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,1,0,0,36,United-States,0
20,Private,178902,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,1,0,0,39,United-States,0
41,Private,206186,Masters,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,41,United-States,1
33,Private,128447,HS-grad,8,Married-civ-spouse,Other-service,Own-child,White,0,0,0,31,United-States,0
17,Private,13492,Masters,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,37,Holand-Netherlands,0
54,Private,150057,10th,8,Married-civ-spouse,Other-service,Husband,White,1,0,0,43,United-States,0
89,Private,48706,HS-grad,7,Widowed,Sales,Not-in-family,White,0,0,0,36,United-States,0
39,Private,47045,HS-grad,10,Married-civ-spouse,Armed-Forces,Husband,Black,1,0,0,40,United-States,0
30,Private,82535,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,113,0,46,United-States,0
29,State-gov,306655,Assoc-voc,14,Never-married,Prof-specialty,Unmarried,White,1,0,0,31,United-States,0
49,Private,382033,Bachelors,16,Never-married,Prof-specialty,Not-in-family,White,1,0,0,46,United-States,1
35,Private,161926,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,1,0,0,36,United-States,0
38,Local-gov,25800,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,37,United-States,0
44,Self-emp-not-inc,111135,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,53,United-States,0
17,Private,341997,12th,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,29,United-States,0
50,Local-gov,175628,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,40,United-States,1
