age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,204338,HS-grad,7,Widowed,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
47,Private,295246,9th,8,Married-civ-spouse,Sales,Husband,White,1,0,0,38,United-States,0
66,Private,421773,Bachelors,15,Married-civ-spouse,Tech-support,Husband,White,1,0,0,69,United-States,0
60,Private,191409,9th,11,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States,0
39,Private,176722,Bachelors,12,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,49,United-States,0
32,Private,13492,Bachelors,12,Married-civ-spouse,Other-service,Husband,White,1,0,0,63,United-States,1
51,Private,53322,Bachelors,12,Widowed,Prof-specialty,Not-in-family,White,0,0,0,44,United-States,0
34,Private,186008,HS-grad,7,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,47,United-States,0
44,Private,159315,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,36,United-States,1
41,Private,142239,Bachelors,14,Divorced,Craft-repair,Not-in-family,White,0,0,0,32,United-States,0
48,Private,131337,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,United-States,1
28,Private,171686,Assoc-acdm,11,Never-married,Exec-managerial,Not-in-family,White,0,0,0,37,United-States,0
17,Private,216428,HS-grad,6,Never-married,Machine-op-inspct,Own-child,White,1,0,0,31,United-States,0
27,Private,167379,HS-grad,5,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,44,United-States,0
54,Private,53698,Bachelors,15,Divorced,Prof-specialty,Not-in-family,White,0,0,0,44,United-States,0
46,Private,219122,HS-grad,8,Married-civ-spouse,Sales,Own-child,White,0,0,0,32,United-States,0
49,Private,259735,9th,10,Married-civ-spouse,Sales,Husband,White,1,0,0,46,United-States,0
45,Private,146571,HS-grad,10,Married-civ-spouse,Sales,Husband,White,1,0,0,39,United-States,0
59,Private,149488,HS-grad,8,Widowed,Tech-support,Not-in-family,White,0,0,0,53,United-States,0
30,Private,162958,HS-grad,8,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,45,United-States,0
31,Private,111257,Bachelors,10,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,44,United-States,0
23,Private,47464,Some-college,11,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,38,United-States,0
55,Private,28088,Bachelors,16,Never-married,Prof-specialty,Not-in-family,White,1,0,0,56,United-States,1
31,Private,208937,HS-grad,6,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,48,United-States,0
43,Private,521325,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,38,United-States,0
63,Private,188650,HS-grad,10,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,46,United-States,0
23,Private,261452,9th,7,Never-married,Exec-managerial,Not-in-family,White,0,0,0,34,United-States,0
46,Private,174277,Some-college,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,33,United-States,0
41,Private,137678,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,29,United-States,0
49,Private,252147,HS-grad,6,Widowed,Armed-Forces,Not-in-family,White,1,0,0,55,United-States,0
17,Private,100018,Some-college,8,Never-married,Sales,Own-child,White,1,0,0,27,United-States,0
45,Private,198671,11th,12,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
53,Private,156031,HS-grad,7,Widowed,Tech-support,Not-in-family,White,0,0,0,50,United-States,0
52,Private,91948,9th,14,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,36,United-States,1
18,Private,294205,12th,10,Never-married,Sales,Not-in-family,White,0,0,0,33,United-States,0
35,Private,74091,HS-grad,8,Never-married,Tech-support,Own-child,White,0,0,0,38,United-States,0
41,Private,13492,Some-college,12,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,47,United-States,1
47,Private,151910,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,41,United-States,1
31,Private,373418,HS-grad,8,Married-civ-spouse,Sales,Wife,White,0,0,0,37,United-States,0
28,Private,185835,10th,11,Never-married,Exec-managerial,Not-in-family,White,0,0,0,37,United-States,0
17,Private,113339,HS-grad,8,Never-married,Sales,Own-child,White,0,0,0,29,United-States,0
27,Private,261375,9th,7,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,45,United-States,0
21,Private,268227,HS-grad,6,Never-married,Armed-Forces,Not-in-family,White,1,0,0,40,United-States,0
50,Private,174459,9th,13,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,44,United-States,1
48,Private,203056,11th,11,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
24,Private,115554,Some-college,10,Never-married,Prof-specialty,Own-child,White,0,0,0,38,United-States,0
34,Private,169472,HS-grad,8,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,41,United-States,0
33,Private,13492,9th,7,Never-married,Armed-Forces,Not-in-family,White,0,0,0,64,United-States,0
41,Private,102597,Bachelors,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,36,United-States,0
25,Private,313072,HS-grad,10,Divorced,Sales,Not-in-family,White,0,0,0,28,United-States,0
43,Private,13492,Bachelors,14,Married-civ-spouse,Armed-Forces,Husband,White,1,0,0,47,United-States,1
43,Private,94348,9th,9,Widowed,Craft-repair,Not-in-family,White,0,0,0,40,United-States,0
47,Private,146473,Bachelors,14,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,United-States,0
38,Private,98796,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,183,0,43,United-States,0
37,Private,202358,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,50,United-States,0
25,Private,145421,HS-grad,6,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,39,United-States,0
44,Private,534752,HS-grad,8,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,43,United-States,0
43,Private,187762,HS-grad,8,Divorced,Exec-managerial,Not-in-family,White,1,0,0,41,United-States,0
25,Private,222295,Some-college,11,Never-married,Exec-managerial,Own-child,White,0,0,0,37,United-States,0
17,Private,316203,HS-grad,6,Never-married,Sales,Own-child,White,1,0,0,37,United-States,0
